KIEKIS,PIRM_REG_METAI_LT,PIRM_REG_MEN_LT,PIRM_REG_DIENA_LT
717,2019,6,6
762,2019,6,7
524,2019,6,8
235,2019,6,10
820,2019,6,11
783,2019,6,12
679,2019,6,13
675,2019,6,14
490,2019,6,15
207,2019,6,17
863,2019,6,18
636,2019,6,19
669,2019,6,20
700,2019,6,21
499,2019,6,22
588,2019,6,25
697,2019,6,26
711,2019,6,27
668,2019,6,28
593,2019,6,29
233,2019,7,1
893,2019,7,2
754,2019,7,3
639,2019,7,4
691,2019,7,5
245,2019,7,8
995,2019,7,9
909,2019,7,10
760,2019,7,11
755,2019,7,12
544,2019,7,13
230,2019,7,15
960,2019,7,16
836,2019,7,17
703,2019,7,18
651,2019,7,19
522,2019,7,20
185,2019,7,22
929,2019,7,23
749,2019,7,24
677,2019,7,25
641,2019,7,26
427,2019,7,27
182,2019,7,29
827,2019,7,30
679,2019,7,31
635,2019,8,1
664,2019,8,2
480,2019,8,3
184,2019,8,5
848,2019,8,6
654,2019,8,7
623,2019,8,8
708,2019,8,9
478,2019,8,10
188,2019,8,12
887,2019,8,13
662,2019,8,14
747,2019,8,16
529,2019,8,17
264,2019,8,19
812,2019,8,20
687,2019,8,21
768,2019,8,22
648,2019,8,23
496,2019,8,24
200,2019,8,26
788,2019,8,27
725,2019,8,28
655,2019,8,29
741,2019,8,30
498,2019,8,31
153,2019,9,2
732,2019,9,3
548,2019,9,4
530,2019,9,5
658,2019,9,6
462,2019,9,7
167,2019,9,9
748,2019,9,10
568,2019,9,11
660,2019,9,12
632,2019,9,13
534,2019,9,14
202,2019,9,16
828,2019,9,17
630,2019,9,18
571,2019,9,19
672,2019,9,20
516,2019,9,21
186,2019,9,23
806,2019,9,24
600,2019,9,25
594,2019,9,26
691,2019,9,27
467,2019,9,28
248,2019,9,30
788,2019,10,1
631,2019,10,2
554,2019,10,3
612,2019,10,4
509,2019,10,5
166,2019,10,7
849,2019,10,8
642,2019,10,9
649,2019,10,10
647,2019,10,11
545,2019,10,12
207,2019,10,14
862,2019,10,15
678,2019,10,16
621,2019,10,17
684,2019,10,18
527,2019,10,19
226,2019,10,21
923,2019,10,22
695,2019,10,23
648,2019,10,24
735,2019,10,25
567,2019,10,26
229,2019,10,28
940,2019,10,29
709,2019,10,30
660,2019,10,31
428,2019,11,2
184,2019,11,4
739,2019,11,5
601,2019,11,6
604,2019,11,7
716,2019,11,8
550,2019,11,9
176,2019,11,11
723,2019,11,12
631,2019,11,13
606,2019,11,14
615,2019,11,15
537,2019,11,16
198,2019,11,18
819,2019,11,19
650,2019,11,20
557,2019,11,21
664,2019,11,22
471,2019,11,23
203,2019,11,25
792,2019,11,26
638,2019,11,27
566,2019,11,28
633,2019,11,29
521,2019,11,30
184,2019,12,2
717,2019,12,3
602,2019,12,4
533,2019,12,5
598,2019,12,6
543,2019,12,7
187,2019,12,9
740,2019,12,10
594,2019,12,11
583,2019,12,12
622,2019,12,13
452,2019,12,14
199,2019,12,16
798,2019,12,17
732,2019,12,18
673,2019,12,19
750,2019,12,20
556,2019,12,21
241,2019,12,23
999,2019,12,27
529,2019,12,28
304,2019,12,30
793,2019,12,31
532,2020,1,2
557,2020,1,3
349,2020,1,4
174,2020,1,6
695,2020,1,7
527,2020,1,8
525,2020,1,9
514,2020,1,10
420,2020,1,11
164,2020,1,13
651,2020,1,14
553,2020,1,15
518,2020,1,16
540,2020,1,17
404,2020,1,18
185,2020,1,20
639,2020,1,21
551,2020,1,22
548,2020,1,23
548,2020,1,24
411,2020,1,25
172,2020,1,27
668,2020,1,28
529,2020,1,29
495,2020,1,30
491,2020,1,31
458,2020,2,1
153,2020,2,3
631,2020,2,4
472,2020,2,5
562,2020,2,6
559,2020,2,7
444,2020,2,8
165,2020,2,10
709,2020,2,11
572,2020,2,12
468,2020,2,13
546,2020,2,14
413,2020,2,15
238,2020,2,17
757,2020,2,18
613,2020,2,19
585,2020,2,20
522,2020,2,21
506,2020,2,22
267,2020,2,24
754,2020,2,25
516,2020,2,26
528,2020,2,27
651,2020,2,28
484,2020,2,29
198,2020,3,2
763,2020,3,3
657,2020,3,4
586,2020,3,5
654,2020,3,6
554,2020,3,7
225,2020,3,9
761,2020,3,10
679,2020,3,12
657,2020,3,13
492,2020,3,14
146,2020,3,17
55,2020,3,18
61,2020,3,19
79,2020,3,20
75,2020,3,23
76,2020,3,24
104,2020,3,25
82,2020,3,26
99,2020,3,27
146,2020,3,30
121,2020,3,31
149,2020,4,1
125,2020,4,2
134,2020,4,3
202,2020,4,6
598,2020,4,7
531,2020,4,8
523,2020,4,9
421,2020,4,10
452,2020,4,14
448,2020,4,15
473,2020,4,16
375,2020,4,17
418,2020,4,20
446,2020,4,21
479,2020,4,22
505,2020,4,23
367,2020,4,24
490,2020,4,27
568,2020,4,28
567,2020,4,29
497,2020,4,30
522,2020,5,4
525,2020,5,5
526,2020,5,6
558,2020,5,7
517,2020,5,8
563,2020,5,11
588,2020,5,12
584,2020,5,13
676,2020,5,14
561,2020,5,15
683,2020,5,18
700,2020,5,19
734,2020,5,20
682,2020,5,21
605,2020,5,22
668,2020,5,25
762,2020,5,26
713,2020,5,27
772,2020,5,28
614,2020,5,29
772,2020,6,1
773,2020,6,2
816,2020,6,3
704,2020,6,4
743,2020,6,5
758,2020,6,8
872,2020,6,9
876,2020,6,10
790,2020,6,11
715,2020,6,12
803,2020,6,15
789,2020,6,16
937,2020,6,17
900,2020,6,18
855,2020,6,19
972,2020,6,22
976,2020,6,23
1031,2020,6,25
988,2020,6,26
1390,2020,6,29
1446,2020,6,30
601,2020,7,1
713,2020,7,2
613,2020,7,3
739,2020,7,7
672,2020,7,8
649,2020,7,9
634,2020,7,10
443,2020,7,11
160,2020,7,13
712,2020,7,14
686,2020,7,15
625,2020,7,16
628,2020,7,17
436,2020,7,18
167,2020,7,20
778,2020,7,21
602,2020,7,22
653,2020,7,23
599,2020,7,24
436,2020,7,25
159,2020,7,27
673,2020,7,28
718,2020,7,29
692,2020,7,30
687,2020,7,31
400,2020,8,1
150,2020,8,3
736,2020,8,4
684,2020,8,5
601,2020,8,6
603,2020,8,7
393,2020,8,8
172,2020,8,10
706,2020,8,11
639,2020,8,12
607,2020,8,13
611,2020,8,14
148,2020,8,17
820,2020,8,18
697,2020,8,19
612,2020,8,20
661,2020,8,21
460,2020,8,22
165,2020,8,24
717,2020,8,25
676,2020,8,26
624,2020,8,27
632,2020,8,28
497,2020,8,29
166,2020,8,31
685,2020,9,1
654,2020,9,2
588,2020,9,3
580,2020,9,4
488,2020,9,5
168,2020,9,7
742,2020,9,8
634,2020,9,9
573,2020,9,10
665,2020,9,11
505,2020,9,12
156,2020,9,14
741,2020,9,15
574,2020,9,16
551,2020,9,17
609,2020,9,18
463,2020,9,19
168,2020,9,21
765,2020,9,22
652,2020,9,23
663,2020,9,24
577,2020,9,25
532,2020,9,26
147,2020,9,28
810,2020,9,29
694,2020,9,30
549,2020,10,1
611,2020,10,2
501,2020,10,3
135,2020,10,5
718,2020,10,6
713,2020,10,7
590,2020,10,8
604,2020,10,9
476,2020,10,10
124,2020,10,12
698,2020,10,13
657,2020,10,14
575,2020,10,15
554,2020,10,16
477,2020,10,17
128,2020,10,19
734,2020,10,20
657,2020,10,21
588,2020,10,22
599,2020,10,23
483,2020,10,24
155,2020,10,26
736,2020,10,27
722,2020,10,28
642,2020,10,29
642,2020,10,30
412,2020,10,31
534,2020,11,3
590,2020,11,4
563,2020,11,5
649,2020,11,6
388,2020,11,7
115,2020,11,9
681,2020,11,10
592,2020,11,11
584,2020,11,12
551,2020,11,13
452,2020,11,14
138,2020,11,16
759,2020,11,17
608,2020,11,18
483,2020,11,19
561,2020,11,20
389,2020,11,21
132,2020,11,23
670,2020,11,24
601,2020,11,25
552,2020,11,26
557,2020,11,27
381,2020,11,28
158,2020,11,30
601,2020,12,1
546,2020,12,2
459,2020,12,3
506,2020,12,4
403,2020,12,5
121,2020,12,7
570,2020,12,8
561,2020,12,9
470,2020,12,10
487,2020,12,11
380,2020,12,12
148,2020,12,14
903,2020,12,15
509,2020,12,16
464,2020,12,17
424,2020,12,18
222,2020,12,19
135,2020,12,21
597,2020,12,22
384,2020,12,23
80,2020,12,28
636,2020,12,29
470,2020,12,30
318,2020,12,31
136,2021,1,2
150,2021,1,4
670,2021,1,5
492,2021,1,6
450,2021,1,7
418,2021,1,8
257,2021,1,9
106,2021,1,11
560,2021,1,12
430,2021,1,13
406,2021,1,14
435,2021,1,15
222,2021,1,16
142,2021,1,18
527,2021,1,19
450,2021,1,20
422,2021,1,21
440,2021,1,22
277,2021,1,23
144,2021,1,25
586,2021,1,26
410,2021,1,27
463,2021,1,28
472,2021,1,29
280,2021,1,30
140,2021,2,1
681,2021,2,2
536,2021,2,3
435,2021,2,4
523,2021,2,5
289,2021,2,6
138,2021,2,8
497,2021,2,9
445,2021,2,10
451,2021,2,11
474,2021,2,12
288,2021,2,13
113,2021,2,15
604,2021,2,17
588,2021,2,18
559,2021,2,19
356,2021,2,20
1,2021,2,21
156,2021,2,22
659,2021,2,23
709,2021,2,24
615,2021,2,25
590,2021,2,26
393,2021,2,27
152,2021,3,1
705,2021,3,2
695,2021,3,3
616,2021,3,4
695,2021,3,5
438,2021,3,6
169,2021,3,8
762,2021,3,9
658,2021,3,10
731,2021,3,12
468,2021,3,13
178,2021,3,15
850,2021,3,16
776,2021,3,17
712,2021,3,18
717,2021,3,19
499,2021,3,20
224,2021,3,22
826,2021,3,23
790,2021,3,24
734,2021,3,25
736,2021,3,26
533,2021,3,27
178,2021,3,29
926,2021,3,30
813,2021,3,31
815,2021,4,1
868,2021,4,2
392,2021,4,3
653,2021,4,6
705,2021,4,7
731,2021,4,8
804,2021,4,9
596,2021,4,10
203,2021,4,12
882,2021,4,13
847,2021,4,14
783,2021,4,15
842,2021,4,16
609,2021,4,17
212,2021,4,19
871,2021,4,20
921,2021,4,21
889,2021,4,22
873,2021,4,23
676,2021,4,24
242,2021,4,26
1052,2021,4,27
1140,2021,4,28
1173,2021,4,29
1094,2021,4,30
56,2021,5,3
386,2021,5,4
653,2021,5,5
600,2021,5,6
707,2021,5,7
583,2021,5,8
173,2021,5,10
734,2021,5,11
744,2021,5,12
856,2021,5,13
870,2021,5,14
638,2021,5,15
281,2021,5,17
796,2021,5,18
826,2021,5,19
852,2021,5,20
830,2021,5,21
564,2021,5,22
194,2021,5,24
837,2021,5,25
840,2021,5,26
868,2021,5,27
901,2021,5,28
599,2021,5,29
392,2021,5,31
816,2021,6,1
943,2021,6,2
834,2021,6,3
851,2021,6,4
506,2021,6,5
236,2021,6,7
810,2021,6,8
885,2021,6,9
893,2021,6,10
826,2021,6,11
555,2021,6,12
195,2021,6,14
811,2021,6,15
772,2021,6,16
790,2021,6,17
823,2021,6,18
572,2021,6,19
192,2021,6,21
850,2021,6,22
796,2021,6,23
805,2021,6,25
525,2021,6,26
121,2021,6,28
870,2021,6,29
824,2021,6,30
829,2021,7,1
791,2021,7,2
531,2021,7,3
149,2021,7,5
805,2021,7,7
816,2021,7,8
824,2021,7,9
579,2021,7,10
268,2021,7,12
834,2021,7,13
857,2021,7,14
745,2021,7,15
796,2021,7,16
488,2021,7,17
198,2021,7,19
829,2021,7,20
817,2021,7,21
795,2021,7,22
824,2021,7,23
545,2021,7,24
206,2021,7,26
868,2021,7,27
792,2021,7,28
811,2021,7,29
758,2021,7,30
552,2021,7,31
140,2021,8,2
791,2021,8,3
774,2021,8,4
716,2021,8,5
693,2021,8,6
555,2021,8,7
176,2021,8,9
781,2021,8,10
800,2021,8,11
718,2021,8,12
707,2021,8,13
433,2021,8,14
766,2021,8,17
787,2021,8,18
706,2021,8,19
709,2021,8,20
605,2021,8,21
144,2021,8,23
786,2021,8,24
775,2021,8,25
727,2021,8,26
683,2021,8,27
505,2021,8,28
211,2021,8,30
824,2021,8,31
650,2021,9,1
653,2021,9,2
695,2021,9,3
504,2021,9,4
179,2021,9,6
750,2021,9,7
721,2021,9,8
750,2021,9,9
777,2021,9,10
514,2021,9,11
171,2021,9,13
782,2021,9,14
729,2021,9,15
762,2021,9,16
682,2021,9,17
499,2021,9,18
238,2021,9,20
781,2021,9,21
736,2021,9,22
743,2021,9,23
751,2021,9,24
478,2021,9,25
200,2021,9,27
844,2021,9,28
702,2021,9,29
684,2021,9,30
619,2021,10,1
502,2021,10,2
147,2021,10,4
781,2021,10,5
735,2021,10,6
632,2021,10,7
647,2021,10,8
450,2021,10,9
180,2021,10,11
746,2021,10,12
657,2021,10,13
655,2021,10,14
674,2021,10,15
475,2021,10,16
178,2021,10,18
825,2021,10,19
711,2021,10,20
677,2021,10,21
653,2021,10,22
469,2021,10,23
191,2021,10,25
775,2021,10,26
671,2021,10,27
655,2021,10,28
665,2021,10,29
534,2021,10,30
614,2021,11,3
681,2021,11,4
694,2021,11,5
499,2021,11,6
147,2021,11,8
785,2021,11,9
646,2021,11,10
622,2021,11,11
621,2021,11,12
470,2021,11,13
207,2021,11,15
737,2021,11,16
718,2021,11,17
592,2021,11,18
581,2021,11,19
440,2021,11,20
165,2021,11,22
756,2021,11,23
555,2021,11,24
650,2021,11,25
647,2021,11,26
407,2021,11,27
179,2021,11,29
682,2021,11,30
619,2021,12,1
571,2021,12,2
559,2021,12,3
398,2021,12,4
185,2021,12,6
618,2021,12,7
564,2021,12,8
504,2021,12,9
507,2021,12,10
372,2021,12,11
204,2021,12,13
667,2021,12,14
644,2021,12,15
554,2021,12,16
607,2021,12,17
374,2021,12,18
175,2021,12,20
739,2021,12,21
714,2021,12,22
591,2021,12,23
141,2021,12,27
637,2021,12,28
619,2021,12,29
626,2021,12,30
380,2021,12,31
270,2022,1,3
741,2022,1,4
648,2022,1,5
627,2022,1,6
554,2022,1,7
330,2022,1,8
188,2022,1,10
549,2022,1,11
629,2022,1,12
436,2022,1,13
618,2022,1,14
374,2022,1,15
161,2022,1,17
678,2022,1,18
590,2022,1,19
565,2022,1,20
425,2022,1,21
319,2022,1,22
151,2022,1,24
566,2022,1,25
620,2022,1,26
551,2022,1,27
547,2022,1,28
376,2022,1,29
155,2022,1,31
640,2022,2,1
493,2022,2,2
504,2022,2,3
526,2022,2,4
356,2022,2,5
48,2022,2,7
680,2022,2,8
659,2022,2,9
547,2022,2,10
576,2022,2,11
437,2022,2,12
179,2022,2,14
582,2022,2,15
655,2022,2,17
654,2022,2,18
430,2022,2,19
147,2022,2,21
734,2022,2,22
679,2022,2,23
639,2022,2,24
671,2022,2,25
425,2022,2,26
188,2022,2,28
636,2022,3,1
572,2022,3,2
596,2022,3,3
586,2022,3,4
457,2022,3,5
163,2022,3,7
674,2022,3,8
625,2022,3,9
543,2022,3,10
442,2022,3,12
169,2022,3,14
770,2022,3,15
711,2022,3,16
675,2022,3,17
697,2022,3,18
520,2022,3,19
225,2022,3,21
784,2022,3,22
770,2022,3,23
657,2022,3,24
757,2022,3,25
514,2022,3,26
200,2022,3,28
774,2022,3,29
765,2022,3,30
715,2022,3,31
850,2022,4,1
608,2022,4,2
191,2022,4,4
854,2022,4,5
717,2022,4,6
692,2022,4,7
689,2022,4,8
522,2022,4,9
224,2022,4,11
888,2022,4,12
773,2022,4,13
749,2022,4,14
782,2022,4,15
461,2022,4,16
585,2022,4,19
690,2022,4,20
644,2022,4,21
717,2022,4,22
361,2022,4,23
182,2022,4,25
805,2022,4,26
833,2022,4,27
720,2022,4,28
745,2022,4,29
444,2022,4,30
210,2022,5,2
671,2022,5,3
684,2022,5,4
694,2022,5,5
640,2022,5,6
501,2022,5,7
246,2022,5,9
780,2022,5,10
767,2022,5,11
718,2022,5,12
711,2022,5,13
481,2022,5,14
253,2022,5,16
737,2022,5,17
787,2022,5,18
785,2022,5,19
724,2022,5,20
513,2022,5,21
224,2022,5,23
829,2022,5,24
821,2022,5,25
775,2022,5,26
751,2022,5,27
471,2022,5,28
304,2022,5,30
869,2022,5,31
760,2022,6,1
675,2022,6,2
695,2022,6,3
435,2022,6,4
184,2022,6,6
780,2022,6,7
715,2022,6,8
752,2022,6,9
733,2022,6,10
459,2022,6,11
200,2022,6,13
668,2022,6,14
734,2022,6,15
702,2022,6,16
747,2022,6,17
457,2022,6,18
288,2022,6,20
677,2022,6,21
738,2022,6,22
713,2022,6,23
367,2022,6,25
358,2022,6,27
867,2022,6,28
794,2022,6,29
760,2022,6,30
708,2022,7,1
436,2022,7,2
259,2022,7,4
783,2022,7,5
782,2022,7,7
785,2022,7,8
524,2022,7,9
198,2022,7,11
798,2022,7,12
828,2022,7,13
686,2022,7,14
719,2022,7,15
510,2022,7,16
202,2022,7,18
836,2022,7,19
770,2022,7,20
738,2022,7,21
725,2022,7,22
466,2022,7,23
208,2022,7,25
821,2022,7,26
834,2022,7,27
803,2022,7,28
723,2022,7,29
475,2022,7,30
160,2022,8,1
754,2022,8,2
696,2022,8,3
706,2022,8,4
707,2022,8,5
413,2022,8,6
276,2022,8,8
782,2022,8,9
822,2022,8,10
679,2022,8,11
695,2022,8,12
404,2022,8,13
589,2022,8,16
661,2022,8,17
584,2022,8,18
716,2022,8,19
413,2022,8,20
233,2022,8,22
819,2022,8,23
732,2022,8,24
700,2022,8,25
726,2022,8,26
409,2022,8,27
256,2022,8,29
889,2022,8,30
738,2022,8,31
555,2022,9,1
600,2022,9,2
471,2022,9,3
186,2022,9,5
721,2022,9,6
691,2022,9,7
620,2022,9,8
745,2022,9,9
469,2022,9,10
208,2022,9,12
698,2022,9,13
661,2022,9,14
633,2022,9,15
630,2022,9,16
447,2022,9,17
190,2022,9,19
775,2022,9,20
648,2022,9,21
752,2022,9,22
697,2022,9,23
545,2022,9,24
224,2022,9,26
779,2022,9,27
719,2022,9,28
737,2022,9,29
730,2022,9,30
404,2022,10,1
182,2022,10,3
761,2022,10,4
705,2022,10,5
621,2022,10,6
664,2022,10,7
473,2022,10,8
198,2022,10,10
804,2022,10,11
719,2022,10,12
671,2022,10,13
670,2022,10,14
456,2022,10,15
261,2022,10,17
822,2022,10,18
744,2022,10,19
744,2022,10,20
707,2022,10,21
489,2022,10,22
180,2022,10,24
950,2022,10,25
793,2022,10,26
695,2022,10,27
791,2022,10,28
472,2022,10,29
174,2022,10,31
774,2022,11,3
735,2022,11,4
476,2022,11,5
236,2022,11,7
792,2022,11,8
697,2022,11,9
702,2022,11,10
629,2022,11,11
455,2022,11,12
214,2022,11,14
731,2022,11,15
732,2022,11,16
591,2022,11,17
656,2022,11,18
374,2022,11,19
235,2022,11,21
740,2022,11,22
623,2022,11,23
525,2022,11,24
610,2022,11,25
374,2022,11,26
186,2022,11,28
794,2022,11,29
683,2022,11,30
540,2022,12,1
492,2022,12,2
370,2022,12,3
155,2022,12,5
659,2022,12,6
526,2022,12,7
490,2022,12,8
452,2022,12,9
339,2022,12,10
125,2022,12,12
552,2022,12,13
509,2022,12,14
22,2022,12,15
799,2022,12,16
383,2022,12,17
128,2022,12,19
629,2022,12,20
610,2022,12,21
604,2022,12,22
504,2022,12,23
528,2022,12,27
587,2022,12,28
533,2022,12,29
462,2022,12,30
186,2022,12,31
172,2023,1,2
715,2023,1,3
532,2023,1,4
268,2023,1,5
657,2023,1,6
305,2023,1,7
250,2023,1,9
696,2023,1,10
668,2023,1,11
569,2023,1,12
549,2023,1,13
360,2023,1,14
170,2023,1,16
719,2023,1,17
628,2023,1,18
616,2023,1,19
587,2023,1,20
367,2023,1,21
173,2023,1,23
698,2023,1,24
636,2023,1,25
560,2023,1,26
580,2023,1,27
440,2023,1,28
236,2023,1,30
740,2023,1,31
628,2023,2,1
531,2023,2,2
635,2023,2,3
471,2023,2,4
164,2023,2,6
678,2023,2,7
589,2023,2,8
619,2023,2,9
679,2023,2,10
388,2023,2,11
208,2023,2,13
731,2023,2,14
659,2023,2,15
723,2023,2,17
470,2023,2,18
284,2023,2,20
854,2023,2,21
763,2023,2,22
785,2023,2,23
680,2023,2,24
425,2023,2,25
222,2023,2,27
852,2023,2,28
796,2023,3,1
667,2023,3,2
744,2023,3,3
479,2023,3,4
156,2023,3,6
794,2023,3,7
602,2023,3,8
582,2023,3,9
726,2023,3,10
249,2023,3,13
824,2023,3,14
707,2023,3,15
722,2023,3,16
743,2023,3,17
498,2023,3,18
168,2023,3,20
847,2023,3,21
836,2023,3,22
783,2023,3,23
738,2023,3,24
557,2023,3,25
203,2023,3,27
974,2023,3,28
823,2023,3,29
812,2023,3,30
792,2023,3,31
665,2023,4,1
276,2023,4,3
975,2023,4,4
866,2023,4,5
804,2023,4,6
931,2023,4,7
507,2023,4,8
639,2023,4,11
727,2023,4,12
788,2023,4,13
819,2023,4,14
513,2023,4,15
221,2023,4,17
890,2023,4,18
837,2023,4,19
753,2023,4,20
797,2023,4,21
490,2023,4,22
230,2023,4,24
886,2023,4,25
854,2023,4,26
809,2023,4,27
809,2023,4,28
543,2023,4,29
710,2023,5,2
826,2023,5,3
768,2023,5,4
776,2023,5,5
201,2023,5,6
235,2023,5,8
968,2023,5,9
810,2023,5,10
862,2023,5,11
774,2023,5,12
543,2023,5,13
211,2023,5,15
885,2023,5,16
873,2023,5,17
838,2023,5,18
788,2023,5,19
511,2023,5,20
220,2023,5,22
903,2023,5,23
822,2023,5,24
755,2023,5,25
870,2023,5,26
487,2023,5,27
269,2023,5,29
1030,2023,5,30
780,2023,5,31
858,2023,6,1
728,2023,6,2
455,2023,6,3
244,2023,6,5
896,2023,6,6
672,2023,6,7
857,2023,6,8
840,2023,6,9
579,2023,6,10
297,2023,6,12
866,2023,6,13
818,2023,6,14
754,2023,6,15
660,2023,6,16
478,2023,6,17
360,2023,6,19
822,2023,6,20
807,2023,6,21
851,2023,6,22
750,2023,6,23
243,2023,6,26
865,2023,6,27
921,2023,6,28
854,2023,6,29
814,2023,6,30
492,2023,7,1
259,2023,7,3
881,2023,7,4
840,2023,7,5
813,2023,7,7
489,2023,7,8
225,2023,7,10
934,2023,7,11
794,2023,7,12
789,2023,7,13
821,2023,7,14
477,2023,7,15
307,2023,7,17
852,2023,7,18
820,2023,7,19
789,2023,7,20
711,2023,7,21
456,2023,7,22
271,2023,7,24
897,2023,7,25
843,2023,7,26
753,2023,7,27
828,2023,7,28
467,2023,7,29
250,2023,7,31
845,2023,8,1
730,2023,8,2
738,2023,8,3
696,2023,8,4
428,2023,8,5
222,2023,8,7
757,2023,8,8
701,2023,8,9
674,2023,8,10
622,2023,8,11
427,2023,8,12
201,2023,8,14
720,2023,8,16
751,2023,8,17
749,2023,8,18
448,2023,8,19
236,2023,8,21
783,2023,8,22
710,2023,8,23
710,2023,8,24
657,2023,8,25
443,2023,8,26
254,2023,8,28
868,2023,8,29
768,2023,8,30
637,2023,8,31
566,2023,9,1
469,2023,9,2
228,2023,9,4
709,2023,9,5
724,2023,9,6
627,2023,9,7
629,2023,9,8
428,2023,9,9
226,2023,9,11
748,2023,9,12
657,2023,9,13
608,2023,9,14
691,2023,9,15
426,2023,9,16
207,2023,9,18
745,2023,9,19
710,2023,9,20
628,2023,9,21
726,2023,9,22
495,2023,9,23
250,2023,9,25
796,2023,9,26
821,2023,9,27
709,2023,9,28
693,2023,9,29
479,2023,9,30
218,2023,10,2
854,2023,10,3
661,2023,10,4
682,2023,10,5
672,2023,10,6
456,2023,10,7
198,2023,10,9
741,2023,10,10
604,2023,10,11
669,2023,10,12
664,2023,10,13
409,2023,10,14
216,2023,10,16
667,2023,10,17
682,2023,10,18
569,2023,10,19
714,2023,10,20
461,2023,10,21
239,2023,10,23
732,2023,10,24
679,2023,10,25
688,2023,10,26
731,2023,10,27
473,2023,10,28
337,2023,10,30
905,2023,10,31
737,2023,11,3
426,2023,11,4
201,2023,11,6
740,2023,11,7
623,2023,11,8
716,2023,11,9
667,2023,11,10
417,2023,11,11
187,2023,11,13
743,2023,11,14
632,2023,11,15
579,2023,11,16
638,2023,11,17
436,2023,11,18
165,2023,11,20
718,2023,11,21
658,2023,11,22
533,2023,11,23
647,2023,11,24
398,2023,11,25
182,2023,11,27
680,2023,11,28
676,2023,11,29
634,2023,11,30
522,2023,12,1
383,2023,12,2
182,2023,12,4
624,2023,12,5
638,2023,12,6
580,2023,12,7
611,2023,12,8
353,2023,12,9
1,2023,12,10
139,2023,12,11
684,2023,12,12
580,2023,12,13
600,2023,12,14
576,2023,12,15
372,2023,12,16
183,2023,12,18
747,2023,12,19
588,2023,12,20
586,2023,12,21
602,2023,12,22
331,2023,12,23
491,2023,12,27
519,2023,12,28
488,2023,12,29
285,2023,12,30
523,2024,1,2
533,2024,1,3
484,2024,1,4
478,2024,1,5
292,2024,1,6
131,2024,1,8
598,2024,1,9
498,2024,1,10
569,2024,1,11
473,2024,1,12
366,2024,1,13
159,2024,1,15
611,2024,1,16
601,2024,1,17
502,2024,1,18
535,2024,1,19
369,2024,1,20
120,2024,1,22
587,2024,1,23
507,2024,1,24
538,2024,1,25
556,2024,1,26
386,2024,1,27
183,2024,1,29
669,2024,1,30
646,2024,1,31
572,2024,2,1
567,2024,2,2
419,2024,2,3
184,2024,2,5
788,2024,2,6
599,2024,2,7
579,2024,2,8
557,2024,2,9
423,2024,2,10
246,2024,2,12
738,2024,2,13
697,2024,2,14
563,2024,2,15
462,2024,2,17
205,2024,2,19
809,2024,2,20
743,2024,2,21
671,2024,2,22
633,2024,2,23
468,2024,2,24
182,2024,2,26
782,2024,2,27
846,2024,2,28
635,2024,2,29
682,2024,3,1
515,2024,3,2
161,2024,3,4
871,2024,3,5
704,2024,3,6
629,2024,3,7
690,2024,3,8
483,2024,3,9
676,2024,3,12
705,2024,3,13
659,2024,3,14
720,2024,3,15
581,2024,3,16
227,2024,3,18
832,2024,3,19
794,2024,3,20
759,2024,3,21
723,2024,3,22
561,2024,3,23
196,2024,3,25
871,2024,3,26
908,2024,3,27
831,2024,3,28
860,2024,3,29
492,2024,3,30
758,2024,4,2
839,2024,4,3
757,2024,4,4
840,2024,4,5
623,2024,4,6
228,2024,4,8
935,2024,4,9
850,2024,4,10
823,2024,4,11
774,2024,4,12
597,2024,4,13
191,2024,4,15
913,2024,4,16
852,2024,4,17
863,2024,4,18
759,2024,4,19
583,2024,4,20
229,2024,4,22
868,2024,4,23
856,2024,4,24
788,2024,4,25
768,2024,4,26
581,2024,4,27
255,2024,4,29
905,2024,4,30
911,2024,5,2
833,2024,5,3
548,2024,5,4
215,2024,5,6
887,2024,5,7
834,2024,5,8
812,2024,5,9
799,2024,5,10
548,2024,5,11
257,2024,5,13
850,2024,5,14
916,2024,5,15
818,2024,5,16
853,2024,5,17
560,2024,5,18
363,2024,5,20
911,2024,5,21
898,2024,5,22
862,2024,5,23
844,2024,5,24
533,2024,5,25
268,2024,5,27
996,2024,5,28
932,2024,5,29
987,2024,5,30
1003,2024,5,31
573,2024,6,1
374,2024,6,3
1060,2024,6,4
995,2024,6,5
973,2024,6,6
1004,2024,6,7
593,2024,6,8
320,2024,6,10
1175,2024,6,11
1073,2024,6,12
972,2024,6,13
1095,2024,6,14
641,2024,6,15
364,2024,6,17
1148,2024,6,18
1027,2024,6,19
1053,2024,6,20
1037,2024,6,21
612,2024,6,22
985,2024,6,25
1151,2024,6,26
1166,2024,6,27
1110,2024,6,28
